,Type,variable_1,Description,path,variable_2
543,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Gears is Ventilated Disc and 5.,./static/img/HEATMAP/Front_Brakes_Gears.png,Gears
544,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Rear_Brakes is Ventilated Disc and Drum.,./static/img/HEATMAP/Front_Brakes_Rear_Brakes.png,Rear_Brakes
545,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Power_Steering is Ventilated Disc and Electric Power.,./static/img/HEATMAP/Front_Brakes_Power_Steering.png,Power_Steering
546,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Power_Windows is Ventilated Disc and All Windows.,./static/img/HEATMAP/Front_Brakes_Power_Windows.png,Power_Windows
547,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Keyless_Entry is Ventilated Disc and Smart Key.,./static/img/HEATMAP/Front_Brakes_Keyless_Entry.png,Keyless_Entry
548,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Type is Ventilated Disc and Manual.,./static/img/HEATMAP/Front_Brakes_Type.png,Type
549,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Third_Row_AC_Vents is Ventilated Disc and Not Applicable.,./static/img/HEATMAP/Front_Brakes_Third_Row_AC_Vents.png,Third_Row_AC_Vents
550,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Ventilation_System is Ventilated Disc and Fully automatic climate control.,./static/img/HEATMAP/Front_Brakes_Ventilation_System.png,Ventilation_System
551,HEATMAP,Front_Brakes,The most popular combination of Front_Brakes and Parking_Assistance is Ventilated Disc and Rear sensors with camera.,./static/img/HEATMAP/Front_Brakes_Parking_Assistance.png,Parking_Assistance
552,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Drivetrain is Drum and FWD (Front Wheel Drive).,./static/img/HEATMAP/Rear_Brakes_Drivetrain.png,Drivetrain
553,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Emission_Norm is Drum and BS IV.,./static/img/HEATMAP/Rear_Brakes_Emission_Norm.png,Emission_Norm
554,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Fuel_Type is Drum and Petrol.,./static/img/HEATMAP/Rear_Brakes_Fuel_Type.png,Fuel_Type
555,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Body_Type is Drum and Hatchback.,./static/img/HEATMAP/Rear_Brakes_Body_Type.png,Body_Type
556,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Gears is Drum and 5.,./static/img/HEATMAP/Rear_Brakes_Gears.png,Gears
557,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Front_Brakes is Drum and Ventilated Disc.,./static/img/HEATMAP/Rear_Brakes_Front_Brakes.png,Front_Brakes
558,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Power_Steering is Drum and Electric Power.,./static/img/HEATMAP/Rear_Brakes_Power_Steering.png,Power_Steering
559,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Power_Windows is Drum and All Windows.,./static/img/HEATMAP/Rear_Brakes_Power_Windows.png,Power_Windows
560,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Keyless_Entry is Drum and Remote.,./static/img/HEATMAP/Rear_Brakes_Keyless_Entry.png,Keyless_Entry
561,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Type is Drum and Manual.,./static/img/HEATMAP/Rear_Brakes_Type.png,Type
562,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Third_Row_AC_Vents is Drum and Not Applicable.,./static/img/HEATMAP/Rear_Brakes_Third_Row_AC_Vents.png,Third_Row_AC_Vents
563,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Ventilation_System is Drum and Manual Air conditioning with cooling and heating.,./static/img/HEATMAP/Rear_Brakes_Ventilation_System.png,Ventilation_System
564,HEATMAP,Rear_Brakes,The most popular combination of Rear_Brakes and Parking_Assistance is Drum and Not Specified.,./static/img/HEATMAP/Rear_Brakes_Parking_Assistance.png,Parking_Assistance
565,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Drivetrain is Electric Power and FWD (Front Wheel Drive).,./static/img/HEATMAP/Power_Steering_Drivetrain.png,Drivetrain
566,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Emission_Norm is Electric Power and BS IV.,./static/img/HEATMAP/Power_Steering_Emission_Norm.png,Emission_Norm
567,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Fuel_Type is Electric Power and Petrol.,./static/img/HEATMAP/Power_Steering_Fuel_Type.png,Fuel_Type
568,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Body_Type is Electric Power and Hatchback.,./static/img/HEATMAP/Power_Steering_Body_Type.png,Body_Type
569,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Gears is Electric Power and 5.,./static/img/HEATMAP/Power_Steering_Gears.png,Gears
570,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Front_Brakes is Electric Power and Ventilated Disc.,./static/img/HEATMAP/Power_Steering_Front_Brakes.png,Front_Brakes
571,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Rear_Brakes is Electric Power and Drum.,./static/img/HEATMAP/Power_Steering_Rear_Brakes.png,Rear_Brakes
572,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Power_Windows is Electric Power and All Windows.,./static/img/HEATMAP/Power_Steering_Power_Windows.png,Power_Windows
573,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Keyless_Entry is Electric Power and Smart Key.,./static/img/HEATMAP/Power_Steering_Keyless_Entry.png,Keyless_Entry
574,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Type is Electric Power and Manual.,./static/img/HEATMAP/Power_Steering_Type.png,Type
575,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Third_Row_AC_Vents is Electric Power and Not Applicable.,./static/img/HEATMAP/Power_Steering_Third_Row_AC_Vents.png,Third_Row_AC_Vents
576,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Ventilation_System is Electric Power and Fully automatic climate control.,./static/img/HEATMAP/Power_Steering_Ventilation_System.png,Ventilation_System
577,HEATMAP,Power_Steering,The most popular combination of Power_Steering and Parking_Assistance is Electric Power and Rear sensors with camera.,./static/img/HEATMAP/Power_Steering_Parking_Assistance.png,Parking_Assistance
578,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Drivetrain is All Windows and FWD (Front Wheel Drive).,./static/img/HEATMAP/Power_Windows_Drivetrain.png,Drivetrain
579,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Emission_Norm is All Windows and BS IV.,./static/img/HEATMAP/Power_Windows_Emission_Norm.png,Emission_Norm
580,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Fuel_Type is All Windows and Petrol.,./static/img/HEATMAP/Power_Windows_Fuel_Type.png,Fuel_Type
581,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Body_Type is All Windows and SUV.,./static/img/HEATMAP/Power_Windows_Body_Type.png,Body_Type
582,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Gears is All Windows and 5.,./static/img/HEATMAP/Power_Windows_Gears.png,Gears
583,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Front_Brakes is All Windows and Ventilated Disc.,./static/img/HEATMAP/Power_Windows_Front_Brakes.png,Front_Brakes
584,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Rear_Brakes is All Windows and Drum.,./static/img/HEATMAP/Power_Windows_Rear_Brakes.png,Rear_Brakes
585,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Power_Steering is All Windows and Electric Power.,./static/img/HEATMAP/Power_Windows_Power_Steering.png,Power_Steering
586,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Keyless_Entry is All Windows and Smart Key.,./static/img/HEATMAP/Power_Windows_Keyless_Entry.png,Keyless_Entry
587,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Type is All Windows and Manual.,./static/img/HEATMAP/Power_Windows_Type.png,Type
588,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Third_Row_AC_Vents is All Windows and Not Applicable.,./static/img/HEATMAP/Power_Windows_Third_Row_AC_Vents.png,Third_Row_AC_Vents
589,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Ventilation_System is All Windows and Fully automatic climate control.,./static/img/HEATMAP/Power_Windows_Ventilation_System.png,Ventilation_System
590,HEATMAP,Power_Windows,The most popular combination of Power_Windows and Parking_Assistance is All Windows and Rear sensors with camera.,./static/img/HEATMAP/Power_Windows_Parking_Assistance.png,Parking_Assistance
591,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Drivetrain is Remote and FWD (Front Wheel Drive).,./static/img/HEATMAP/Keyless_Entry_Drivetrain.png,Drivetrain
592,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Emission_Norm is Remote and BS IV.,./static/img/HEATMAP/Keyless_Entry_Emission_Norm.png,Emission_Norm
593,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Fuel_Type is Smart Key and Petrol.,./static/img/HEATMAP/Keyless_Entry_Fuel_Type.png,Fuel_Type
594,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Body_Type is Smart Key and SUV.,./static/img/HEATMAP/Keyless_Entry_Body_Type.png,Body_Type
595,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Gears is Remote and 5.,./static/img/HEATMAP/Keyless_Entry_Gears.png,Gears
596,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Front_Brakes is Smart Key and Ventilated Disc.,./static/img/HEATMAP/Keyless_Entry_Front_Brakes.png,Front_Brakes
597,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Rear_Brakes is Remote and Drum.,./static/img/HEATMAP/Keyless_Entry_Rear_Brakes.png,Rear_Brakes
598,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Power_Steering is Smart Key and Electric Power.,./static/img/HEATMAP/Keyless_Entry_Power_Steering.png,Power_Steering
599,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Power_Windows is Smart Key and All Windows.,./static/img/HEATMAP/Keyless_Entry_Power_Windows.png,Power_Windows
600,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Type is Smart Key and Automatic.,./static/img/HEATMAP/Keyless_Entry_Type.png,Type
601,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Third_Row_AC_Vents is Remote and Not Applicable.,./static/img/HEATMAP/Keyless_Entry_Third_Row_AC_Vents.png,Third_Row_AC_Vents
602,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Ventilation_System is Smart Key and Fully automatic climate control.,./static/img/HEATMAP/Keyless_Entry_Ventilation_System.png,Ventilation_System
603,HEATMAP,Keyless_Entry,The most popular combination of Keyless_Entry and Parking_Assistance is Smart Key and Rear sensors with camera.,./static/img/HEATMAP/Keyless_Entry_Parking_Assistance.png,Parking_Assistance
604,HEATMAP,Type,The most popular combination of Type and Drivetrain is Manual and FWD (Front Wheel Drive).,./static/img/HEATMAP/Type_Drivetrain.png,Drivetrain
605,HEATMAP,Type,The most popular combination of Type and Emission_Norm is Manual and BS IV.,./static/img/HEATMAP/Type_Emission_Norm.png,Emission_Norm
606,HEATMAP,Type,The most popular combination of Type and Fuel_Type is Manual and Diesel.,./static/img/HEATMAP/Type_Fuel_Type.png,Fuel_Type
607,HEATMAP,Type,The most popular combination of Type and Body_Type is Manual and Hatchback.,./static/img/HEATMAP/Type_Body_Type.png,Body_Type
608,HEATMAP,Type,The most popular combination of Type and Gears is Manual and 5.,./static/img/HEATMAP/Type_Gears.png,Gears
609,HEATMAP,Type,The most popular combination of Type and Front_Brakes is Manual and Ventilated Disc.,./static/img/HEATMAP/Type_Front_Brakes.png,Front_Brakes
610,HEATMAP,Type,The most popular combination of Type and Rear_Brakes is Manual and Drum.,./static/img/HEATMAP/Type_Rear_Brakes.png,Rear_Brakes
611,HEATMAP,Type,The most popular combination of Type and Power_Steering is Manual and Electric Power.,./static/img/HEATMAP/Type_Power_Steering.png,Power_Steering
612,HEATMAP,Type,The most popular combination of Type and Power_Windows is Manual and All Windows.,./static/img/HEATMAP/Type_Power_Windows.png,Power_Windows
613,HEATMAP,Type,The most popular combination of Type and Keyless_Entry is Automatic and Smart Key.,./static/img/HEATMAP/Type_Keyless_Entry.png,Keyless_Entry
614,HEATMAP,Type,The most popular combination of Type and Third_Row_AC_Vents is Manual and Not Applicable.,./static/img/HEATMAP/Type_Third_Row_AC_Vents.png,Third_Row_AC_Vents
615,HEATMAP,Type,The most popular combination of Type and Ventilation_System is Manual and Manual Air conditioning with cooling and heating.,./static/img/HEATMAP/Type_Ventilation_System.png,Ventilation_System
616,HEATMAP,Type,The most popular combination of Type and Parking_Assistance is Manual and Not Specified.,./static/img/HEATMAP/Type_Parking_Assistance.png,Parking_Assistance
617,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Drivetrain is Not Applicable and FWD (Front Wheel Drive).,./static/img/HEATMAP/Third_Row_AC_Vents_Drivetrain.png,Drivetrain
618,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Emission_Norm is Not Applicable and BS IV.,./static/img/HEATMAP/Third_Row_AC_Vents_Emission_Norm.png,Emission_Norm
619,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Fuel_Type is Not Applicable and Petrol.,./static/img/HEATMAP/Third_Row_AC_Vents_Fuel_Type.png,Fuel_Type
620,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Body_Type is Not Applicable and Sedan.,./static/img/HEATMAP/Third_Row_AC_Vents_Body_Type.png,Body_Type
621,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Gears is Not Applicable and 5.,./static/img/HEATMAP/Third_Row_AC_Vents_Gears.png,Gears
622,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Front_Brakes is Not Applicable and Ventilated Disc.,./static/img/HEATMAP/Third_Row_AC_Vents_Front_Brakes.png,Front_Brakes
623,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Rear_Brakes is Not Applicable and Drum.,./static/img/HEATMAP/Third_Row_AC_Vents_Rear_Brakes.png,Rear_Brakes
624,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Power_Steering is Not Applicable and Electric Power.,./static/img/HEATMAP/Third_Row_AC_Vents_Power_Steering.png,Power_Steering
625,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Power_Windows is Not Applicable and All Windows.,./static/img/HEATMAP/Third_Row_AC_Vents_Power_Windows.png,Power_Windows
626,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Keyless_Entry is Not Applicable and Remote.,./static/img/HEATMAP/Third_Row_AC_Vents_Keyless_Entry.png,Keyless_Entry
627,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Type is Not Applicable and Manual.,./static/img/HEATMAP/Third_Row_AC_Vents_Type.png,Type
628,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Ventilation_System is Not Applicable and Fully automatic climate control.,./static/img/HEATMAP/Third_Row_AC_Vents_Ventilation_System.png,Ventilation_System
629,HEATMAP,Third_Row_AC_Vents,The most popular combination of Third_Row_AC_Vents and Parking_Assistance is Not Applicable and Not Specified.,./static/img/HEATMAP/Third_Row_AC_Vents_Parking_Assistance.png,Parking_Assistance
630,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Drivetrain is Manual Air conditioning with cooling and heating and FWD (Front Wheel Drive).,./static/img/HEATMAP/Ventilation_System_Drivetrain.png,Drivetrain
631,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Emission_Norm is Fully automatic climate control and BS IV.,./static/img/HEATMAP/Ventilation_System_Emission_Norm.png,Emission_Norm
632,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Fuel_Type is Fully automatic climate control and Petrol.,./static/img/HEATMAP/Ventilation_System_Fuel_Type.png,Fuel_Type
633,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Body_Type is Manual Air conditioning with cooling and heating and Hatchback.,./static/img/HEATMAP/Ventilation_System_Body_Type.png,Body_Type
634,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Gears is Manual Air conditioning with cooling and heating and 5.,./static/img/HEATMAP/Ventilation_System_Gears.png,Gears
635,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Front_Brakes is Fully automatic climate control and Ventilated Disc.,./static/img/HEATMAP/Ventilation_System_Front_Brakes.png,Front_Brakes
636,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Rear_Brakes is Manual Air conditioning with cooling and heating and Drum.,./static/img/HEATMAP/Ventilation_System_Rear_Brakes.png,Rear_Brakes
637,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Power_Steering is Fully automatic climate control and Electric Power.,./static/img/HEATMAP/Ventilation_System_Power_Steering.png,Power_Steering
638,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Power_Windows is Fully automatic climate control and All Windows.,./static/img/HEATMAP/Ventilation_System_Power_Windows.png,Power_Windows
639,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Keyless_Entry is Fully automatic climate control and Smart Key.,./static/img/HEATMAP/Ventilation_System_Keyless_Entry.png,Keyless_Entry
640,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Type is Manual Air conditioning with cooling and heating and Manual.,./static/img/HEATMAP/Ventilation_System_Type.png,Type
641,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Third_Row_AC_Vents is Fully automatic climate control and Not Applicable.,./static/img/HEATMAP/Ventilation_System_Third_Row_AC_Vents.png,Third_Row_AC_Vents
642,HEATMAP,Ventilation_System,The most popular combination of Ventilation_System and Parking_Assistance is Fully automatic climate control and Rear sensors with camera.,./static/img/HEATMAP/Ventilation_System_Parking_Assistance.png,Parking_Assistance
643,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Drivetrain is Rear sensors with camera and FWD (Front Wheel Drive).,./static/img/HEATMAP/Parking_Assistance_Drivetrain.png,Drivetrain
644,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Emission_Norm is Not Specified and BS IV.,./static/img/HEATMAP/Parking_Assistance_Emission_Norm.png,Emission_Norm
645,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Fuel_Type is Rear sensors with camera and Diesel.,./static/img/HEATMAP/Parking_Assistance_Fuel_Type.png,Fuel_Type
646,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Body_Type is Rear sensors with camera and SUV.,./static/img/HEATMAP/Parking_Assistance_Body_Type.png,Body_Type
647,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Gears is Not Specified and 5.,./static/img/HEATMAP/Parking_Assistance_Gears.png,Gears
648,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Front_Brakes is Rear sensors with camera and Ventilated Disc.,./static/img/HEATMAP/Parking_Assistance_Front_Brakes.png,Front_Brakes
649,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Rear_Brakes is Not Specified and Drum.,./static/img/HEATMAP/Parking_Assistance_Rear_Brakes.png,Rear_Brakes
650,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Power_Steering is Rear sensors with camera and Electric Power.,./static/img/HEATMAP/Parking_Assistance_Power_Steering.png,Power_Steering
651,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Power_Windows is Rear sensors with camera and All Windows.,./static/img/HEATMAP/Parking_Assistance_Power_Windows.png,Power_Windows
652,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Keyless_Entry is Rear sensors with camera and Smart Key.,./static/img/HEATMAP/Parking_Assistance_Keyless_Entry.png,Keyless_Entry
653,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Type is Not Specified and Manual.,./static/img/HEATMAP/Parking_Assistance_Type.png,Type
654,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Third_Row_AC_Vents is Not Specified and Not Applicable.,./static/img/HEATMAP/Parking_Assistance_Third_Row_AC_Vents.png,Third_Row_AC_Vents
655,HEATMAP,Parking_Assistance,The most popular combination of Parking_Assistance and Ventilation_System is Rear sensors with camera and Fully automatic climate control.,./static/img/HEATMAP/Parking_Assistance_Ventilation_System.png,Ventilation_System
656,WAFFLE,Central_Locking,"This graph shows how frequently Central_Locking and Auto-Dimming_Rear-View_Mirror features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Central_Locking_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
657,WAFFLE,Central_Locking,"This graph shows how frequently Central_Locking and Navigation_System features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Central_Locking_Navigation_System.png,Navigation_System
658,WAFFLE,Central_Locking,"This graph shows how frequently Central_Locking and Second_Row_AC_Vents features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Central_Locking_Second_Row_AC_Vents.png,Second_Row_AC_Vents
659,WAFFLE,Central_Locking,"This graph shows how frequently Central_Locking and Rain_Sensing_Wipers features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Central_Locking_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
660,WAFFLE,Auto-Dimming_Rear-View_Mirror,"This graph shows how frequently Auto-Dimming_Rear-View_Mirror and Central_Locking features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Auto-Dimming_Rear-View_Mirror_Central_Locking.png,Central_Locking
661,WAFFLE,Auto-Dimming_Rear-View_Mirror,"This graph shows how frequently Auto-Dimming_Rear-View_Mirror and Navigation_System features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Auto-Dimming_Rear-View_Mirror_Navigation_System.png,Navigation_System
662,WAFFLE,Auto-Dimming_Rear-View_Mirror,"This graph shows how frequently Auto-Dimming_Rear-View_Mirror and Second_Row_AC_Vents features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Auto-Dimming_Rear-View_Mirror_Second_Row_AC_Vents.png,Second_Row_AC_Vents
663,WAFFLE,Auto-Dimming_Rear-View_Mirror,"This graph shows how frequently Auto-Dimming_Rear-View_Mirror and Rain_Sensing_Wipers features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Auto-Dimming_Rear-View_Mirror_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
664,WAFFLE,Navigation_System,"This graph shows how frequently Navigation_System and Central_Locking features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Navigation_System_Central_Locking.png,Central_Locking
665,WAFFLE,Navigation_System,"This graph shows how frequently Navigation_System and Auto-Dimming_Rear-View_Mirror features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Navigation_System_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
666,WAFFLE,Navigation_System,"This graph shows how frequently Navigation_System and Second_Row_AC_Vents features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Navigation_System_Second_Row_AC_Vents.png,Second_Row_AC_Vents
667,WAFFLE,Navigation_System,"This graph shows how frequently Navigation_System and Rain_Sensing_Wipers features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Navigation_System_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
668,WAFFLE,Second_Row_AC_Vents,"This graph shows how frequently Second_Row_AC_Vents and Central_Locking features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Second_Row_AC_Vents_Central_Locking.png,Central_Locking
669,WAFFLE,Second_Row_AC_Vents,"This graph shows how frequently Second_Row_AC_Vents and Auto-Dimming_Rear-View_Mirror features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Second_Row_AC_Vents_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
670,WAFFLE,Second_Row_AC_Vents,"This graph shows how frequently Second_Row_AC_Vents and Navigation_System features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Second_Row_AC_Vents_Navigation_System.png,Navigation_System
671,WAFFLE,Second_Row_AC_Vents,"This graph shows how frequently Second_Row_AC_Vents and Rain_Sensing_Wipers features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Second_Row_AC_Vents_Rain_Sensing_Wipers.png,Rain_Sensing_Wipers
672,WAFFLE,Rain_Sensing_Wipers,"This graph shows how frequently Rain_Sensing_Wipers and Central_Locking features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Rain_Sensing_Wipers_Central_Locking.png,Central_Locking
673,WAFFLE,Rain_Sensing_Wipers,"This graph shows how frequently Rain_Sensing_Wipers and Auto-Dimming_Rear-View_Mirror features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Rain_Sensing_Wipers_Auto-Dimming_Rear-View_Mirror.png,Auto-Dimming_Rear-View_Mirror
674,WAFFLE,Rain_Sensing_Wipers,"This graph shows how frequently Rain_Sensing_Wipers and Navigation_System features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Rain_Sensing_Wipers_Navigation_System.png,Navigation_System
675,WAFFLE,Rain_Sensing_Wipers,"This graph shows how frequently Rain_Sensing_Wipers and Second_Row_AC_Vents features are seen together, independent of each other or not at all.",./static/img/WAFFLE/Rain_Sensing_Wipers_Second_Row_AC_Vents.png,Second_Row_AC_Vents
676,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Cylinders.,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Cylinders.png,Cylinders
677,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Height(mm).,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Height(mm).png,Height(mm)
678,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Length(mm).,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Length(mm).png,Length(mm)
679,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Width(mm).,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Width(mm).png,Width(mm)
680,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and City_Mileage(km_per_litre).,./static/img/SCATTER/Ex-Showroom_Price(Rs)_City_Mileage(km_per_litre).png,City_Mileage(km_per_litre)
681,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Ground_Clearance(mm).,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Ground_Clearance(mm).png,Ground_Clearance(mm)
682,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Seating_Capacity.,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Seating_Capacity.png,Seating_Capacity
683,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Wheelbase.,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Wheelbase.png,Wheelbase
684,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Minimum_Turning_Radius(meter).,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Minimum_Turning_Radius(meter).png,Minimum_Turning_Radius(meter)
685,SCATTER,Ex-Showroom_Price(Rs),This graph shows the distribution between Ex-Showroom_Price(Rs) and Number_of_Airbags.,./static/img/SCATTER/Ex-Showroom_Price(Rs)_Number_of_Airbags.png,Number_of_Airbags
686,SCATTER,Cylinders,This graph shows the distribution between Cylinders and Ex-Showroom_Price(Rs).,./static/img/SCATTER/Cylinders_Ex-Showroom_Price(Rs).png,Ex-Showroom_Price(Rs)
